cycle,modeldate,candidate_inc,candidate_chal,ecwin_inc,ecwin_chal,ecwin_3rd,ec_nomajority,popwin_inc,popwin_chal,popwin_3rd,ev_inc,ev_chal,ev_3rd,ev_inc_hi,ev_chal_hi,ev_3rd_hi,ev_inc_lo,ev_chal_lo,ev_3rd_lo,national_voteshare_inc,national_voteshare_chal,national_voteshare_3rd,nat_voteshare_other,national_voteshare_inc_hi,national_voteshare_chal_hi,national_voteshare_3rd_hi,nat_voteshare_other_hi,national_voteshare_inc_lo,national_voteshare_chal_lo,national_voteshare_3rd_lo,nat_voteshare_other_lo,national_turnout,national_turnout_hi,national_turnout_lo,timestamp,simulations
2020,10/24/2020,Trump,Biden,0.1296,0.864925,,0.005475,0.04035,0.95965,,194.5822,343.4178,,281,421.0,,117.0,257,,45.417359999999995,53.32679,,1.255845,48.22457,56.14759,,1.8912689999999999,42.608990000000006,50.48753,,0.6963421999999999,154000000.0,164000000.0,143000000.0,22:24:03 24 Oct 2020,40000
2020,10/23/2020,Trump,Biden,0.1251,0.8688,,0.0061,0.0386,0.9614,,191.6852,346.3148,,280,422.0,,116.0,258,,45.32072,53.41985,,1.259425,48.155640000000005,56.265209999999996,,1.897257,42.490390000000005,50.54681,,0.6978626,154000000.0,164000000.0,143000000.0,22:19:03 23 Oct 2020,40000
2020,10/22/2020,Trump,Biden,0.1219,0.872325,,0.005775,0.039925,0.960075,,191.0482,346.9518,,279,423.0,,115.0,259,,45.28804,53.4502,,1.261757,48.17241,56.333859999999994,,1.9023029999999999,42.41592,50.5427,,0.69797,154000000.0,164000000.0,143000000.0,19:00:04 22 Oct 2020,40000
2020,10/21/2020,Trump,Biden,0.127775,0.8666,,0.005625,0.04125,0.95875,,192.7293,345.2707,,280,422.0,,116.0,258,,45.30177,53.440909999999995,,1.257318,48.22488,56.35245,,1.9002,42.39642,50.503679999999996,,0.6919706,146000000.0,156000000.0,136000000.0,20:34:25 21 Oct 2020,40000
2020,10/20/2020,Trump,Biden,0.12485,0.870675,,0.004475,0.042275,0.957725,,192.3522,345.6478,,280,424.0,,114.0,258,,45.26448,53.478269999999995,,1.2572450000000002,48.234159999999996,56.43481,,1.902716,42.30985,50.49361,,0.6899054,143000000.0,153000000.0,133000000.0,21:36:03 20 Oct 2020,40000
2020,10/19/2020,Trump,Biden,0.120425,0.875,,0.004575,0.040675,0.959325,,190.33599999999998,347.664,,279,426.0,,112.0,259,,45.17442,53.57301,,1.2525700000000002,48.1834,56.56211,,1.9003720000000002,42.18653,50.55529,,0.6836989,143000000.0,153000000.0,133000000.0,21:55:04 19 Oct 2020,40000
2020,10/18/2020,Trump,Biden,0.121775,0.87355,,0.004675,0.0418,0.9582,,191.2572,346.7427,,279,425.0,,113.0,259,,45.17662,53.57382,,1.249555,48.21889,56.601459999999996,,1.8995080000000002,42.149190000000004,50.520790000000005,,0.6792043000000001,143000000.0,153000000.0,133000000.0,21:11:03 18 Oct 2020,40000
2020,10/17/2020,Trump,Biden,0.12235,0.87365,,0.004,0.04375,0.95625,,191.3031,346.6969,,280,426.0,,112.0,258,,45.17821,53.57001999999999,,1.2517690000000001,48.253,56.635040000000004,,1.903847,42.1105,50.48,,0.6796591,143000000.0,153000000.0,133000000.0,19:17:03 17 Oct 2020,40000
2020,10/16/2020,Trump,Biden,0.129225,0.8677,,0.003075,0.045975,0.954025,,192.213,345.787,,283,426.0,,112.0,255,,45.22214,53.52393000000001,,1.253931,48.328990000000005,56.621430000000004,,1.907859,42.127559999999995,50.40108,,0.6802756999999999,143000000.0,153000000.0,133000000.0,21:08:11 16 Oct 2020,40000
2020,10/15/2020,Trump,Biden,0.1295,0.867025,,0.003475,0.04715,0.95285,,192.0065,345.9936,,283,426.0,,112.0,255,,45.22849,53.52165,,1.249865,48.36061,56.64082,,1.9054369999999998,42.1101,50.373090000000005,,0.6751865,143000000.0,153000000.0,133000000.0,20:38:03 15 Oct 2020,40000
2020,10/14/2020,Trump,Biden,0.130775,0.8657,,0.003525,0.050875,0.949125,,192.1605,345.8395,,283,426.0,,112.0,255,,45.270990000000005,53.47211,,1.256896,48.44166,56.63706,,1.914557,42.11092,50.28674,,0.6802050999999999,143000000.0,153000000.0,133000000.0,21:42:04 14 Oct 2020,40000
2020,10/13/2020,Trump,Biden,0.129775,0.866625,,0.0036,0.05085,0.94915,,191.7341,346.2659,,284,427.0,,111.0,254,,45.2369,53.51113,,1.251966,48.438,56.7049,,1.911543,42.04291,50.29504,,0.6740980999999999,141000000.0,151000000.0,131000000.0,23:16:03 13 Oct 2020,40000
2020,10/12/2020,Trump,Biden,0.134325,0.8621,,0.003575,0.0549,0.9451,,191.9522,346.0478,,285,428.0,,110.0,253,,45.28416,53.46163000000001,,1.254209,48.522459999999995,56.69149,,1.915702,42.05617,50.20482,,0.6747430999999999,141000000.0,151000000.0,131000000.0,21:07:03 12 Oct 2020,40000
2020,10/11/2020,Trump,Biden,0.137725,0.85825,,0.004025,0.056725,0.943275,,192.5051,345.4949,,286,429.0,,109.0,252,,45.28168,53.46363,,1.254689,48.55581,56.73321,,1.918076,42.02129,50.17009,,0.6737469,141000000.0,151000000.0,131000000.0,19:00:04 11 Oct 2020,40000
2020,10/10/2020,Trump,Biden,0.144425,0.851475,,0.0041,0.06045,0.93955,,193.7852,344.2148,,289,428.0,,110.0,249,,45.33618,53.4039,,1.259915,48.6417,56.70459,,1.924986,42.04492,50.078379999999996,,0.6773756,141000000.0,151000000.0,131000000.0,19:00:03 10 Oct 2020,40000
2020,10/9/2020,Trump,Biden,0.147025,0.84845,,0.004525,0.063,0.937,,194.4416,343.5584,,290,428.0,,110.0,248,,45.36269,53.37741,,1.259901,48.69299,56.70117,,1.9264080000000001,42.04865,50.02898,,0.6762649000000001,141000000.0,151000000.0,131000000.0,19:46:04  9 Oct 2020,40000
2020,10/8/2020,Trump,Biden,0.151625,0.843975,,0.0044,0.065825,0.934175,,194.9928,343.0071,,292,428.0,,110.0,246,,45.39284,53.34567,,1.261487,48.74539,56.68546,,1.9292029999999998,42.06244,49.981190000000005,,0.6768321999999999,141000000.0,151000000.0,131000000.0,21:25:03  8 Oct 2020,40000
2020,10/7/2020,Trump,Biden,0.15645,0.83955,,0.004,0.0694,0.9306,,195.3795,342.6205,,294,428.0,,110.0,244,,45.43958,53.29694,,1.2634809999999999,48.82271,56.66733000000001,,1.932809,42.081579999999995,49.904140000000005,,0.6774768,141000000.0,151000000.0,131000000.0,20:48:03  7 Oct 2020,40000
2020,10/6/2020,Trump,Biden,0.17175,0.82345,,0.0048,0.077075,0.922925,,199.3351,338.6649,,296,427.0,,111.0,242,,45.58092,53.158840000000005,,1.260238,48.9858,56.54906,,1.930775,42.20272,49.74423,,0.6735048,141000000.0,151000000.0,131000000.0,22:00:03  6 Oct 2020,40000
2020,10/5/2020,Trump,Biden,0.180725,0.814125,,0.00515,0.0868,0.9132,,202.25599999999997,335.744,,300,425.0,,113.0,238,,45.7283,53.00696,,1.264741,49.14938,56.41225,,1.936059,42.33579,49.57882,,0.6771418,141000000.0,151000000.0,131000000.0,23:45:04  5 Oct 2020,40000
2020,10/4/2020,Trump,Biden,0.18655,0.80915,,0.0043,0.090375,0.909625,,203.25599999999997,334.744,,302,425.0,,113.0,236,,45.77543,52.96099,,1.263579,49.20663,56.374359999999996,,1.9356529999999998,42.374159999999996,49.52385,,0.6754725,141000000.0,151000000.0,131000000.0,20:24:03  4 Oct 2020,40000
2020,10/3/2020,Trump,Biden,0.19425,0.801225,,0.004525,0.096625,0.903375,,205.2224,332.7776,,305,425.0,,113.0,233,,45.86703,52.87085,,1.262119,49.3147,56.30421,,1.935287,42.44763,49.41457,,0.6732670000000001,141000000.0,151000000.0,131000000.0,20:48:03  3 Oct 2020,40000
2020,10/2/2020,Trump,Biden,0.201875,0.79335,,0.004775,0.099925,0.900075,,205.0107,332.9893,,308,426.0,,112.0,230,,45.88682,52.834230000000005,,1.27895,49.36169,56.29155,,1.953193,42.443979999999996,49.35483,,0.6882701,141000000.0,151000000.0,131000000.0,22:26:02  2 Oct 2020,40000
2020,10/1/2020,Trump,Biden,0.196175,0.799275,,0.00455,0.09855,0.90145,,202.5991,335.4009,,308,428.0,,110.0,230,,45.80278,52.9149,,1.282316,49.33842,56.42958,,1.959116,42.299659999999996,49.378859999999996,,0.6894800999999999,141000000.0,151000000.0,131000000.0,21:27:02  1 Oct 2020,40000
2020,9/30/2020,Trump,Biden,0.213425,0.78185,,0.004725,0.1119,0.8881,,206.2862,331.7138,,312,427.0,,111.0,226,,45.9699,52.745509999999996,,1.2845870000000001,49.56242,56.32423000000001,,1.9639790000000001,42.41258,49.1458,,0.6896354,141000000.0,151000000.0,131000000.0,20:24:04 30 Sep 2020,40000
2020,9/29/2020,Trump,Biden,0.216025,0.77935,,0.004625,0.110875,0.889125,,206.9328,331.0672,,312,425.0,,113.0,226,,45.962959999999995,52.751709999999996,,1.285323,49.542759999999994,56.316340000000004,,1.964764,42.41872,49.16298,,0.6902901,141000000.0,151000000.0,131000000.0,20:44:03 29 Sep 2020,40000
2020,9/28/2020,Trump,Biden,0.2196,0.775725,,0.004675,0.11455,0.88545,,207.7895,330.2105,,315,425.0,,113.0,223,,45.98885,52.72159,,1.289563,49.60487,56.3167,,1.9705740000000003,42.409209999999995,49.10035,,0.6930783,141000000.0,151000000.0,131000000.0,22:13:03 28 Sep 2020,40000
2020,9/27/2020,Trump,Biden,0.2197,0.7756,,0.0047,0.105025,0.894975,,206.6381,331.3619,,313,427.0,,111.0,225,,45.81521,52.8941,,1.29069,49.452329999999996,56.5064,,1.9727290000000002,42.21351,49.252159999999996,,0.6933518,141000000.0,151000000.0,131000000.0,20:00:04 27 Sep 2020,40000
2020,9/26/2020,Trump,Biden,0.225325,0.769675,,0.005,0.109125,0.890875,,207.176,330.824,,316,428.0,,110.0,222,,45.85375,52.854580000000006,,1.291674,49.51593,56.49204,,1.974954,42.22554,49.18813,,0.6933294,141000000.0,151000000.0,131000000.0,19:00:04 26 Sep 2020,40000
2020,9/25/2020,Trump,Biden,0.2281,0.76685,,0.00505,0.110725,0.889275,,207.5498,330.4502,,316,428.0,,110.0,222,,45.85934,52.84624,,1.294419,49.54781,56.51155,,1.978868,42.20478,49.15376,,0.6950172,141000000.0,151000000.0,131000000.0,22:17:03 25 Sep 2020,40000
2020,9/24/2020,Trump,Biden,0.229275,0.766175,,0.00455,0.118775,0.881225,,208.0136,329.9864,,315,427.5,,110.5,223,,45.95837,52.74191999999999,,1.299711,49.65797,56.42416,,1.9850580000000002,42.28753,49.029920000000004,,0.6993086,141000000.0,151000000.0,131000000.0,19:10:02 24 Sep 2020,40000
2020,9/23/2020,Trump,Biden,0.22235,0.772925,,0.004725,0.114775,0.885225,,206.3262,331.6738,,312,429.0,,109.0,226,,45.86427,52.83279,,1.302942,49.60622,56.55154,,1.9899950000000002,42.158120000000004,49.07958,,0.7010441,141000000.0,151000000.0,131000000.0,20:53:03 23 Sep 2020,40000
2020,9/22/2020,Trump,Biden,0.226,0.7686,,0.0054,0.1187,0.8813,,205.9798,332.0203,,313,428.0,,110.0,225,,45.897690000000004,52.816159999999996,,1.286152,49.669270000000004,56.57026,,1.9709880000000002,42.15979,49.03062,,0.6867073,141000000.0,151000000.0,131000000.0,19:00:04 22 Sep 2020,40000
2020,9/21/2020,Trump,Biden,0.22535,0.769225,,0.005425,0.119675,0.880325,,206.3478,331.6522,,312,429.0,,109.0,226,,45.879870000000004,52.82855,,1.291579,49.68482,56.61564,,1.9777310000000001,42.10999,49.01251,,0.6906254,141000000.0,151000000.0,131000000.0,19:00:04 21 Sep 2020,40000
2020,9/20/2020,Trump,Biden,0.225775,0.76835,,0.005875,0.12435,0.87565,,207.4107,330.5893,,314,427.0,,111.0,224,,45.929390000000005,52.777680000000004,,1.29294,49.757290000000005,56.5852,,1.980419,42.13705,48.94392,,0.691234,141000000.0,151000000.0,131000000.0,22:02:03 20 Sep 2020,40000
2020,9/19/2020,Trump,Biden,0.223425,0.771425,,0.00515,0.12565,0.87435,,207.3957,330.6043,,315,428.0,,110.0,223,,45.906000000000006,52.79246,,1.301542,49.77435,56.64014,,1.990523,42.077420000000004,48.91676,,0.697998,141000000.0,151000000.0,131000000.0,19:00:04 19 Sep 2020,40000
2020,9/18/2020,Trump,Biden,0.22725,0.768,,0.00475,0.127675,0.872325,,207.7489,330.251,,316,428.0,,110.0,222,,45.915820000000004,52.781040000000004,,1.303142,49.80641,56.64479,,1.993226,42.062709999999996,48.88648,,0.6987849,141000000.0,151000000.0,131000000.0,19:20:04 18 Sep 2020,40000
2020,9/17/2020,Trump,Biden,0.2368,0.7579,,0.0053,0.134,0.866,,209.9885,328.0115,,319,426.0,,112.0,219,,46.01027,52.68349,,1.306233,49.907790000000006,56.573809999999995,,1.995845,42.11573,48.77401,,0.6977358,141000000.0,151000000.0,131000000.0,19:00:03 17 Sep 2020,40000
2020,9/16/2020,Trump,Biden,0.233525,0.760775,,0.0057,0.1352,0.8648,,208.9003,329.0998,,318,428.0,,110.0,220,,46.00893,52.68781,,1.303264,49.93647,56.61147,,1.9923119999999999,42.07764,48.76082,,0.6898333999999999,141000000.0,151000000.0,131000000.0,23:12:03 16 Sep 2020,40000
2020,9/15/2020,Trump,Biden,0.23765,0.757575,,0.004775,0.13375,0.86625,,208.39,329.61,,321,429.0,,109.0,217,,45.94145,52.754419999999996,,1.30413,49.91407,56.70913,,1.988386,41.97375,48.79145,,0.697407,141000000.0,151000000.0,131000000.0,23:33:03 15 Sep 2020,40000
2020,9/14/2020,Trump,Biden,0.239225,0.755925,,0.00485,0.13615,0.86385,,208.9357,329.0644,,321,428.0,,110.0,217,,45.95493,52.74354,,1.301532,49.95798,56.73676,,1.989021,41.9717,48.73645,,0.6954645,141000000.0,151000000.0,131000000.0,23:33:03 14 Sep 2020,40000
2020,9/13/2020,Trump,Biden,0.24095,0.754475,,0.004575,0.133125,0.866875,,208.5953,329.4047,,321,429.0,,109.0,217,,45.92501,52.75881999999999,,1.316178,49.905570000000004,56.75976,,2.004302,41.92576,48.75369,,0.7045135,141000000.0,151000000.0,131000000.0,19:00:03 13 Sep 2020,40000
2020,9/12/2020,Trump,Biden,0.24515,0.749775,,0.005075,0.14015,0.85985,,209.328,328.67199999999997,,324,430.0,,108.0,214,,45.9426,52.72985,,1.327547,50.02527,56.81329,,2.023891,41.8729,48.66277,,0.7139139,141000000.0,151000000.0,131000000.0,19:00:04 12 Sep 2020,40000
2020,9/11/2020,Trump,Biden,0.2405,0.754575,,0.004925,0.13445,0.86555,,207.9071,330.0929,,322,431.0,,107.0,216,,45.8877,52.7874,,1.324906,49.93175,56.852090000000004,,2.017633,41.810359999999996,48.74033,,0.7070763000000001,141000000.0,151000000.0,131000000.0,19:00:03 11 Sep 2020,40000
2020,9/10/2020,Trump,Biden,0.248775,0.7457,,0.005525,0.14265,0.85735,,210.1214,327.8786,,325,429.0,,109.0,213,,45.97954,52.6937,,1.326768,50.05628,56.78706,,2.019654,41.89537,48.6067,,0.7108803000000001,141000000.0,151000000.0,131000000.0,21:47:02 10 Sep 2020,40000
2020,9/9/2020,Trump,Biden,0.253625,0.741525,,0.00485,0.148775,0.851225,,210.8713,327.1287,,327,429.0,,109.0,211,,45.989540000000005,52.678999999999995,,1.331467,50.16024,56.814240000000005,,2.023555,41.85178,48.52128,,0.7127523,141000000.0,151000000.0,131000000.0,23:52:03  9 Sep 2020,40000
2020,9/8/2020,Trump,Biden,0.282475,0.711825,,0.0057,0.161975,0.838025,,216.7224,321.2776,,328,428.0,,110.0,210,,46.183640000000004,52.488859999999995,,1.327493,50.35461,56.61628,,2.03035,42.06158,48.33362,,0.7052364000000001,141000000.0,151000000.0,131000000.0,22:02:02  8 Sep 2020,40000
2020,9/7/2020,Trump,Biden,0.284875,0.710275,,0.00485,0.164975,0.835025,,216.9577,321.0423,,329,427.0,,111.0,209,,46.20694,52.46479,,1.328264,50.39727,56.65034,,2.025721,42.043420000000005,48.26233,,0.7086886,141000000.0,151000000.0,131000000.0,21:01:02  7 Sep 2020,40000
2020,9/6/2020,Trump,Biden,0.2859,0.708875,,0.005225,0.1639,0.8361,,216.8837,321.1162,,331,428.0,,110.0,207,,46.12992,52.54525,,1.324825,50.38704,56.751290000000004,,2.0222759999999997,41.9192,48.28846,,0.7062308,141000000.0,151000000.0,131000000.0,21:06:02  6 Sep 2020,40000
2020,9/5/2020,Trump,Biden,0.29205,0.7034,,0.00455,0.16445,0.83555,,218.0766,319.9235,,331,426.0,,112.0,207,,46.183479999999996,52.483059999999995,,1.333467,50.39506,56.69505,,2.040212,41.95213,48.276270000000004,,0.7113791,,,,22:17:02  5 Sep 2020,40000
2020,9/4/2020,Trump,Biden,0.286825,0.7081,,0.005075,0.163225,0.836775,,217.0903,320.9097,,331,427.0,,111.0,207,,46.14719,52.52046,,1.33235,50.36639,56.727630000000005,,2.035542,41.94962,48.300670000000004,,0.7106224,,,,22:34:02  4 Sep 2020,40000
2020,9/3/2020,Trump,Biden,0.293225,0.7013,,0.005475,0.170675,0.829325,,218.8657,319.1343,,333,427.0,,111.0,205,,46.20557,52.46091,,1.333524,50.47948,56.76775,,2.024914,41.925509999999996,48.18411,,0.7098449,,,,21:55:03  3 Sep 2020,40000
2020,9/2/2020,Trump,Biden,0.2919,0.703325,,0.004775,0.17235,0.82765,,218.8979,319.1021,,333,427.0,,111.0,205,,46.21046,52.45839,,1.3311469999999999,50.496829999999996,56.771159999999995,,2.043273,41.92453,48.1503,,0.6999681,,,,21:52:26  2 Sep 2020,40000
2020,9/1/2020,Trump,Biden,0.30725,0.6881,,0.00465,0.18885,0.81115,,222.6908,315.3092,,337,425.0,,113.0,201,,46.3896,52.28353,,1.326867,50.72521,56.5868,,2.036718,42.086240000000004,47.95645,,0.7005318,,,,19:06:02  1 Sep 2020,40000
2020,8/31/2020,Trump,Biden,0.321275,0.673975,,0.00475,0.192075,0.807925,,225.0621,312.938,,337,424.0,,114.0,201,,46.460190000000004,52.21549,,1.324315,50.767790000000005,56.56361,,2.049913,42.11338,47.90186,,0.6925171999999999,,,,19:00:04 31 Aug 2020,40000
2020,8/30/2020,Trump,Biden,0.3094,0.6865,,0.0041,0.1879,0.8121,,221.8873,316.1126,,337,428.0,,110.0,201,,46.30907,52.34467,,1.346259,50.7851,56.75874,,2.057022,41.85261,47.88278,,0.7144256,,,,20:23:02 30 Aug 2020,40000
2020,8/29/2020,Trump,Biden,0.307525,0.6882,,0.004275,0.188325,0.811675,,220.7868,317.2131,,337,429.0,,109.0,201,,46.26345,52.40189,,1.334657,50.76155,56.91839,,2.051201,41.77486,47.88276,,0.7007713000000001,,,,19:00:02 29 Aug 2020,40000
2020,8/28/2020,Trump,Biden,0.3035,0.692525,,0.003975,0.186225,0.813775,,220.4639,317.5361,,337,429.0,,109.0,201,,46.2587,52.40611,,1.3351899999999999,50.75557,56.87645,,2.055656,41.81157,47.90101,,0.7022665,,,,19:00:03 28 Aug 2020,40000
2020,8/27/2020,Trump,Biden,0.2994,0.6964,,0.0042,0.182875,0.817125,,220.3914,317.6086,,336,428.0,,110.0,202,,46.282779999999995,52.39348,,1.3237379999999999,50.70728,56.78292,,2.0313849999999998,41.897729999999996,47.980740000000004,,0.6946608,,,,19:00:04 27 Aug 2020,40000
2020,8/26/2020,Trump,Biden,0.30055,0.69555,,0.0039,0.185375,0.814625,,220.8551,317.1448,,337,428.0,,110.0,201,,46.30215,52.37099,,1.326856,50.74532,56.808840000000004,,2.043283,41.88205,47.91171,,0.6934588,,,,19:01:03 26 Aug 2020,40000
2020,8/25/2020,Trump,Biden,0.27045,0.725875,,0.003675,0.16285,0.83715,,213.9388,324.0612,,331,432.0,,106.0,207,,46.02112,52.674209999999995,,1.304669,50.4388,57.08401,,2.018928,41.6248,48.26421,,0.6764926,,,,23:50:03 25 Aug 2020,40000
2020,8/24/2020,Trump,Biden,0.269575,0.726975,,0.00345,0.165475,0.834525,,213.7483,324.2517,,332,432.0,,106.0,206,,46.021,52.67211999999999,,1.306889,50.49995,57.116969999999995,,2.018909,41.58252,48.188790000000004,,0.6792486,,,,20:38:02 24 Aug 2020,40000
2020,8/23/2020,Trump,Biden,0.2673,0.729625,,0.003075,0.166625,0.833375,,212.5292,325.4708,,331,435.0,,103.0,207,,45.96653,52.731640000000006,,1.301827,50.48808,57.27231999999999,,2.018991,41.44489,48.20748,,0.6702564999999999,,,,19:00:03 23 Aug 2020,40000
2020,8/22/2020,Trump,Biden,0.271,0.7255,,0.0035,0.1667,0.8333,,213.3921,324.6079,,331,433.0,,105.0,207,,46.010940000000005,52.69307,,1.296,50.45963,57.18472,,2.0079759999999998,41.51054,48.209790000000005,,0.6636156,,,,19:00:03 22 Aug 2020,40000
2020,8/21/2020,Trump,Biden,0.267575,0.72875,,0.003675,0.16485,0.83515,,213.0551,324.9449,,331,433.0,,105.0,207,,45.99585,52.71219,,1.291965,50.457879999999996,57.176790000000004,,2.0072259999999997,41.53521,48.24926,,0.6572114,,,,19:26:02 21 Aug 2020,40000
2020,8/20/2020,Trump,Biden,0.27365,0.722825,,0.003525,0.1677,0.8323,,215.0446,322.9554,,333,431.0,,107.0,205,,46.07849,52.63926,,1.282259,50.51525,57.06075,,1.9958349999999998,41.65974,48.17797,,0.655274,,,,19:00:04 20 Aug 2020,40000
2020,8/19/2020,Trump,Biden,0.278625,0.717275,,0.0041,0.17315,0.82685,,216.3484,321.6516,,335,429.0,,109.0,203,,46.13017,52.586040000000004,,1.283783,50.591359999999995,57.03696,,2.001753,41.6842,48.12635,,0.6547295,,,,23:52:08 19 Aug 2020,40000
2020,8/18/2020,Trump,Biden,0.26775,0.7291,,0.00315,0.166375,0.833625,,214.7168,323.2832,,333,430.0,,108.0,205,,46.08685,52.6301,,1.283045,50.465509999999995,57.04149,,1.9932580000000002,41.676520000000004,48.22936,,0.6494714,,,,19:23:03 18 Aug 2020,40000
2020,8/17/2020,Trump,Biden,0.2724,0.72375,,0.00385,0.16975,0.83025,,215.2729,322.7271,,333,431.0,,107.0,205,,46.10958,52.610440000000004,,1.279983,50.537240000000004,57.08716,,1.9957509999999998,41.6344,48.18307,,0.6515046999999999,,,,22:43:02 17 Aug 2020,40000
2020,8/16/2020,Trump,Biden,0.282075,0.7145,,0.003425,0.175925,0.824075,,215.5538,322.4463,,336,431.0,,107.0,202,,46.16774,52.54878000000001,,1.2834780000000001,50.68077,57.06306,,2.005195,41.681259999999995,48.06044,,0.6544272,,,,20:17:02 16 Aug 2020,40000
2020,8/15/2020,Trump,Biden,0.27745,0.71915,,0.0034,0.17285,0.82715,,213.2509,324.7491,,335,434.0,,104.0,203,,46.05632,52.651,,1.292678,50.63273,57.21465,,2.011152,41.49172,48.0732,,0.6589594,,,,19:00:05 15 Aug 2020,40000
2020,8/14/2020,Trump,Biden,0.267475,0.72925,,0.003275,0.1657,0.8343,,211.6081,326.3919,,333,433.0,,105.0,205,,45.98938,52.71326,,1.2973620000000001,50.497679999999995,57.17666,,2.015094,41.51923,48.217009999999995,,0.6632899999999999,,,,19:00:02 14 Aug 2020,40000
2020,8/13/2020,Trump,Biden,0.2752,0.7216,,0.0032,0.177575,0.822425,,213.7498,324.2502,,336,434.0,,104.0,202,,46.11533,52.592969999999994,,1.291699,50.64245,57.13207,,2.010199,41.58178,48.04206,,0.6602212,,,,21:50:04 13 Aug 2020,40000
2020,8/12/2020,Trump,Biden,0.28765,0.70875,,0.0036,0.18305,0.81695,,215.1911,322.8088,,337,433.0,,105.0,201,,46.17112,52.52475,,1.304139,50.70852,57.11084,,2.027544,41.56429,47.97743,,0.6663015999999999,,,,23:41:03 12 Aug 2020,40000
